Snaking,Path Information,Column Depth,Epochs Trained,NLLL,Empty Percentage,Interesting Percentage,Average Leniency,Average linearity
False,False,False,6,0.06326860561025302,0.86991796875,0.043640625,-7.21,0.07901754660945816
True,False,False,6,0.061387957589913104,0.86546875,0.04880078125,-2.22,0.2672397580567635
